,County,State,Average Rating,Hospitals,Emergency Services,County Beds
0,LOS ANGELES,CA,2.9027777777777777,90.0,0.5833333333333334,15072.0
1,ORANGE,CA,3.1,28.0,0.9,3054.0
2,SAN BERNARDINO,CA,2.4,22.0,0.9333333333333333,3230.0
3,SAN DIEGO,CA,4.0,21.0,0.9333333333333333,4205.0
4,RIVERSIDE,CA,2.4375,17.0,0.9375,987.0
5,ALAMEDA,CA,3.1818181818181817,16.0,1.0,2480.0
6,SACRAMENTO,CA,2.875,12.0,1.0,2503.0
7,SANTA CLARA,CA,3.111111111111111,12.0,1.0,1925.0
8,SAN FRANCISCO,CA,2.888888888888889,12.0,0.8888888888888888,2599.0
9,KERN,CA,2.125,11.0,0.875,1061.0
10,SONOMA,CA,4.0,9.0,1.0,825.0
11,CONTRA COSTA,CA,3.5714285714285716,8.0,1.0,1222.0
12,VENTURA,CA,3.1666666666666665,8.0,0.8333333333333334,927.0
13,SAN JOAQUIN,CA,2.857142857142857,8.0,0.8571428571428571,1001.0
14,SAN MATEO,CA,3.8,7.0,1.0,1118.0
15,FRESNO,CA,2.4,7.0,0.8,1557.0
16,SOLANO,CA,3.0,6.0,1.0,781.0
17,SANTA BARBARA,CA,3.75,6.0,0.75,809.0
18,HUMBOLDT,CA,3.3333333333333335,5.0,1.0,165.0
19,STANISLAUS,CA,2.5,5.0,1.0,652.0
20,SHASTA,CA,2.0,4.0,1.0,267.0
21,SANTA CRUZ,CA,3.0,4.0,1.0,252.0
22,TULARE,CA,1.5,4.0,1.0,
23,MONTEREY,CA,3.5,4.0,1.0,326.0
24,BUTTE,CA,2.75,4.0,1.0,575.0
25,NAPA,CA,3.5,3.0,0.5,352.0
26,PLACER,CA,4.0,3.0,1.0,735.0
27,MENDOCINO,CA,3.6666666666666665,3.0,1.0,152.0
28,SAN LUIS OBISPO,CA,2.6666666666666665,3.0,1.0,135.0
29,PLUMAS,CA,,3.0,,
30,MARIN,CA,4.0,3.0,1.0,520.0
31,NEVADA,CA,3.0,2.0,1.0,124.0
32,MERCED,CA,2.0,2.0,1.0,234.0
33,MADERA,CA,1.0,2.0,0.0,454.0
34,EL DORADO,CA,4.0,2.0,1.0,171.0
35,MODOC,CA,,2.0,,26.0
36,YOLO,CA,3.5,2.0,1.0,170.0
37,LAKE,CA,4.0,2.0,1.0,62.0
38,SISKIYOU,CA,3.0,2.0,1.0,53.0
39,IMPERIAL,CA,1.5,2.0,1.0,
40,INYO,CA,3.0,2.0,1.0,
41,SAN BENITO,CA,2.0,1.0,0.0,
42,LASSEN,CA,4.0,1.0,1.0,38.0
43,COLUSA,CA,,1.0,,
44,TUOLUMNE,CA,3.0,1.0,0.0,143.0
45,GLENN,CA,,1.0,,47.0
46,SUTTER,CA,,1.0,,14.0
47,YUBA,CA,1.0,1.0,1.0,173.0
48,TRINITY,CA,,1.0,,
49,KINGS,CA,2.0,1.0,1.0,199.0
50,MARIPOSA,CA,3.0,1.0,1.0,
51,AMADOR,CA,4.0,1.0,1.0,84.0
52,DEL NORTE,CA,3.0,1.0,1.0,49.0
53,MONO,CA,,1.0,,
54,CALAVERAS,CA,3.0,1.0,0.0,25.0
55,TEHAMA,CA,3.0,1.0,1.0,76.0
0,HARRIS,TX,3.217391304347826,47.0,1.0,7569.0
1,DALLAS,TX,3.3125,30.0,0.9375,3868.0
2,TARRANT,TX,3.5625,26.0,0.9375,3366.0
3,BEXAR,TX,3.125,18.0,1.0,3377.0
4,TRAVIS,TX,4.0,17.0,1.0,2462.0
5,COLLIN,TX,3.3333333333333335,14.0,1.0,1000.0
6,DENTON,TX,3.4285714285714284,13.0,0.8571428571428571,618.0
7,EL PASO,TX,2.857142857142857,13.0,1.0,122.0
8,WILLIAMSON,TX,4.0,8.0,1.0,539.0
9,FORT BEND,TX,3.4,7.0,1.0,648.0
10,MONTGOMERY,TX,3.0,7.0,1.0,353.0
11,LUBBOCK,TX,3.0,6.0,1.0,941.0
12,HIDALGO,TX,3.4,6.0,1.0,530.0
13,CAMERON,TX,3.75,6.0,1.0,882.0
14,BRAZOS,TX,3.6666666666666665,5.0,0.6666666666666666,435.0
15,WICHITA,TX,4.5,5.0,0.5,565.0
16,BELL,TX,3.6666666666666665,5.0,1.0,877.0
17,NUECES,TX,3.3333333333333335,4.0,0.6666666666666666,1249.0
18,SMITH,TX,4.25,4.0,1.0,1038.0
19,HAYS,TX,4.0,4.0,1.0,315.0
20,POTTER,TX,3.0,3.0,1.0,492.0
21,GREGG,TX,2.0,3.0,1.0,149.0
22,BRAZORIA,TX,3.5,3.0,1.0,165.0
23,ANGELINA,TX,3.5,3.0,1.0,271.0
24,TOM GREEN,TX,4.5,3.0,1.0,401.0
25,TAYLOR,TX,3.5,3.0,1.0,511.0
26,CHEROKEE,TX,3.5,3.0,1.0,99.0
27,JEFFERSON,TX,2.3333333333333335,3.0,1.0,1149.0
28,GALVESTON,TX,3.0,3.0,1.0,30.0
29,GRAYSON,TX,2.0,3.0,1.0,255.0
30,JOHNSON,TX,4.0,3.0,1.0,366.0
31,CHAMBERS,TX,,2.0,,
32,COOKE,TX,2.0,2.0,1.0,
33,HARDEMAN,TX,,2.0,,
34,MATAGORDA,TX,3.0,2.0,1.0,17.0
35,JONES,TX,,2.0,,
36,LIBERTY,TX,,2.0,,
37,RUNNELS,TX,,2.0,,
38,KAUFMAN,TX,3.0,2.0,1.0,91.0
39,MIDLAND,TX,2.0,2.0,1.0,
40,HUNT,TX,3.0,2.0,1.0,
41,LAVACA,TX,4.0,2.0,1.0,25.0
42,BURNET,TX,4.5,2.0,1.0,71.0
43,WHEELER,TX,,2.0,,
44,MC LENNAN,TX,3.0,2.0,1.0,514.0
45,UPTON,TX,,2.0,,
46,KERR,TX,3.0,2.0,1.0,145.0
47,YOUNG,TX,3.0,2.0,1.0,
48,WOOD,TX,5.0,2.0,1.0,60.0
49,NACOGDOCHES,TX,3.5,2.0,1.0,
50,WEBB,TX,3.5,2.0,1.0,
51,HOWARD,TX,2.0,2.0,1.0,
52,HALE,TX,5.0,2.0,1.0,100.0
53,ELLIS,TX,4.0,2.0,1.0,104.0
54,LIMESTONE,TX,3.0,2.0,1.0,
55,VICTORIA,TX,4.5,2.0,1.0,
56,ECTOR,TX,1.5,2.0,1.0,
57,COLORADO,TX,4.0,2.0,1.0,40.0
58,BOWIE,TX,2.5,2.0,1.0,376.0
59,PECOS,TX,,2.0,,
60,KNOX,TX,,1.0,,
61,BURLESON,TX,,1.0,,25.0
62,STARR,TX,4.0,1.0,1.0,
63,SWISHER,TX,3.0,1.0,1.0,20.0
64,JASPER,TX,4.0,1.0,1.0,59.0
65,BREWSTER,TX,4.0,1.0,1.0,
66,MITCHELL,TX,3.0,1.0,1.0,
67,PARMER,TX,,1.0,,25.0
68,LAMB,TX,,1.0,,
69,MADISON,TX,,1.0,,25.0
70,FALLS,TX,,1.0,,44.0
71,NAVARRO,TX,3.0,1.0,1.0,
72,COLEMAN,TX,1.0,1.0,1.0,
73,ERATH,TX,4.0,1.0,1.0,98.0
74,WILSON,TX,4.0,1.0,1.0,
75,VAL VERDE,TX,2.0,1.0,1.0,93.0
76,OCHILTREE,TX,4.0,1.0,1.0,
77,TERRY,TX,,1.0,,
78,BROWN,TX,2.0,1.0,1.0,
79,SAN AUGUSTINE,TX,,1.0,,18.0
80,CRANE,TX,,1.0,,
81,CORYELL,TX,3.0,1.0,1.0,
82,FANNIN,TX,3.0,1.0,1.0,
83,LAMAR,TX,2.0,1.0,1.0,
84,CLAY,TX,,1.0,,
85,COMAL,TX,4.0,1.0,1.0,
86,EASTLAND,TX,4.0,1.0,1.0,
87,PARKER,TX,3.0,1.0,1.0,
88,MONTAGUE,TX,3.0,1.0,1.0,
89,FISHER,TX,,1.0,,
90,CALHOUN,TX,,1.0,,
91,CROSBY,TX,,1.0,,25.0
92,NOLAN,TX,4.0,1.0,1.0,
93,GUADALUPE,TX,2.0,1.0,1.0,
94,MOORE,TX,3.0,1.0,1.0,
95,SCURRY,TX,3.0,1.0,1.0,
96,HENDERSON,TX,3.0,1.0,1.0,127.0
97,TITUS,TX,3.0,1.0,1.0,
98,SAN PATRICIO,TX,4.0,1.0,1.0,
99,HOCKLEY,TX,3.0,1.0,1.0,78.0
100,DEAF SMITH,TX,2.0,1.0,1.0,
101,CULBERSON,TX,,1.0,,
102,WINKLER,TX,,1.0,,
103,ANDERSON,TX,2.0,1.0,1.0,
104,REAGAN,TX,,1.0,,
105,HANSFORD,TX,,1.0,,
106,GRAY,TX,5.0,1.0,1.0,115.0
107,THROCKMORTON,TX,,1.0,,
108,LLANO,TX,3.0,1.0,1.0,30.0
109,KIMBLE,TX,,1.0,,
110,LAMPASAS,TX,3.0,1.0,1.0,25.0
111,WASHINGTON,TX,3.0,1.0,1.0,99.0
112,HAMILTON,TX,,1.0,,
113,WHARTON,TX,3.0,1.0,1.0,49.0
114,ATASCOSA,TX,5.0,1.0,1.0,67.0
115,GILLESPIE,TX,5.0,1.0,1.0,86.0
116,WILBARGER,TX,3.0,1.0,1.0,
117,ANDREWS,TX,3.0,1.0,1.0,
118,HASKELL,TX,,1.0,,
119,PALO PINTO,TX,2.0,1.0,1.0,
120,MILAM,TX,,1.0,,
121,BASTROP,TX,,1.0,,36.0
122,COCHRAN,TX,,1.0,,
123,UVALDE,TX,4.0,1.0,1.0,
124,HOUSTON,TX,,1.0,,
125,AUSTIN,TX,,1.0,,32.0
126,CHILDRESS,TX,4.0,1.0,1.0,
127,RUSK,TX,2.0,1.0,0.0,158.0
128,COLLINGSWORTH,TX,,1.0,,
129,SOMERVELL,TX,3.0,1.0,1.0,
130,DAWSON,TX,,1.0,,
131,HOPKINS,TX,3.0,1.0,1.0,96.0
132,HUTCHINSON,TX,,1.0,,
133,REEVES,TX,,1.0,,
134,CASTRO,TX,,1.0,,
135,BAILEY,TX,,1.0,,
136,POLK,TX,3.0,1.0,1.0,66.0
137,HILL,TX,3.0,1.0,1.0,
138,PANOLA,TX,2.0,1.0,1.0,42.0
139,MARTIN,TX,,1.0,,
140,JACKSON,TX,,1.0,,
141,COMANCHE,TX,,1.0,,38.0
142,MEDINA,TX,3.0,1.0,1.0,
143,TYLER,TX,3.0,1.0,1.0,
144,REFUGIO,TX,,1.0,,
145,DE WITT,TX,4.0,1.0,1.0,
146,VAN ZANDT,TX,,1.0,,
147,SUTTON,TX,,1.0,,
148,WARD,TX,,1.0,,
149,SABINE,TX,,1.0,,
150,FAYETTE,TX,4.0,1.0,1.0,65.0
151,STONEWALL,TX,,1.0,,
152,FRIO,TX,,1.0,,22.0
153,BOSQUE,TX,4.0,1.0,1.0,
154,HOOD,TX,4.0,1.0,1.0,
155,KLEBERG,TX,2.0,1.0,1.0,106.0
156,CALDWELL,TX,4.0,1.0,1.0,25.0
157,MAVERICK,TX,3.0,1.0,1.0,
158,CAMP,TX,4.0,1.0,1.0,25.0
159,JACK,TX,,1.0,,
160,WISE,TX,2.0,1.0,1.0,
161,YOAKUM,TX,,1.0,,
162,BEE,TX,3.0,1.0,1.0,69.0
163,CONCHO,TX,,1.0,,
164,STEPHENS,TX,4.0,1.0,1.0,
165,HEMPHILL,TX,,1.0,,
166,MC CULLOCH,TX,,1.0,,25.0
167,KARNES,TX,4.0,1.0,1.0,
168,DIMMIT,TX,,1.0,,
169,GRIMES,TX,,1.0,,25.0
170,FREESTONE,TX,3.0,1.0,1.0,48.0
171,JIM WELLS,TX,4.0,1.0,1.0,135.0
172,GONZALES,TX,4.0,1.0,1.0,
173,GAINES,TX,,1.0,,
174,FLOYD,TX,,1.0,,
175,LYNN,TX,,1.0,,
176,WALKER,TX,1.0,1.0,1.0,144.0
177,ROCKWALL,TX,5.0,1.0,1.0,61.0
178,BAYLOR,TX,4.0,1.0,1.0,
179,DALLAM,TX,,1.0,,
180,SCHLEICHER,TX,,1.0,,
0,MIAMI-DADE,FL,2.3125,19.0,1.0,2729.0
1,BROWARD,FL,2.5,17.0,0.7857142857142857,714.0
2,PALM BEACH,FL,2.1666666666666665,13.0,1.0,1044.0
3,PINELLAS,FL,2.9,12.0,1.0,2409.0
4,DUVAL,FL,3.5714285714285716,10.0,1.0,2885.0
5,HILLSBOROUGH,FL,3.125,9.0,1.0,2816.0
6,BREVARD,FL,3.0,9.0,1.0,900.0
7,PASCO,FL,3.0,7.0,0.8333333333333334,448.0
8,ORANGE,FL,3.6666666666666665,7.0,1.0,4405.0
9,LEE,FL,3.25,5.0,1.0,
10,LAKE,FL,2.5,5.0,0.5,930.0
11,VOLUSIA,FL,2.2,5.0,0.8,839.0
12,MANATEE,FL,2.0,5.0,1.0,
13,POLK,FL,1.6,5.0,1.0,1452.0
14,OSCEOLA,FL,2.0,4.0,1.0,
15,SANTA ROSA,FL,3.6666666666666665,4.0,1.0,132.0
16,SARASOTA,FL,3.75,4.0,1.0,
17,OKALOOSA,FL,3.0,4.0,1.0,
18,ST. LUCIE,FL,1.5,3.0,1.0,
19,CHARLOTTE,FL,1.3333333333333333,3.0,1.0,
20,HERNANDO,FL,1.5,3.0,1.0,
21,MONROE,FL,4.0,3.0,1.0,50.0
22,BAY,FL,2.5,3.0,1.0,323.0
23,MARION,FL,2.0,3.0,1.0,421.0
24,LEON,FL,2.0,3.0,1.0,772.0
25,ESCAMBIA,FL,3.3333333333333335,3.0,1.0,1035.0
26,COLLIER,FL,3.0,3.0,1.0,716.0
27,INDIAN RIVER,FL,2.5,2.0,1.0,339.0
28,ALACHUA,FL,2.0,2.0,1.0,996.0
29,WALTON,FL,4.0,2.0,1.0,58.0
30,CITRUS,FL,1.5,2.0,1.0,198.0
31,COLUMBIA,FL,3.0,2.0,1.0,
32,MARTIN,FL,1.0,2.0,1.0,344.0
33,SEMINOLE,FL,3.0,2.0,1.0,
34,HIGHLANDS,FL,3.0,2.0,0.5,161.0
35,CLAY,FL,3.0,2.0,1.0,64.0
36,JACKSON,FL,3.0,1.0,1.0,
37,GADSDEN,FL,,1.0,,
38,GULF,FL,5.0,1.0,1.0,19.0
39,LEVY,FL,,1.0,,
40,WASHINGTON,FL,,1.0,,
41,UNION,FL,,1.0,,
42,ST. JOHNS,FL,4.0,1.0,1.0,335.0
43,FLAGLER,FL,3.0,1.0,1.0,99.0
44,BAKER,FL,3.0,1.0,1.0,25.0
45,BRADFORD,FL,3.0,1.0,1.0,
46,DE SOTO,FL,3.0,1.0,1.0,
47,TAYLOR,FL,2.0,1.0,1.0,48.0
48,NASSAU,FL,5.0,1.0,1.0,62.0
49,HENDRY,FL,3.0,1.0,1.0,
50,PUTNAM,FL,2.0,1.0,1.0,
51,FRANKLIN,FL,,1.0,,
52,HOLMES,FL,4.0,1.0,0.0,20.0
53,CALHOUN,FL,,1.0,,25.0
54,OKEECHOBEE,FL,2.0,1.0,1.0,
55,SUWANNEE,FL,3.0,1.0,1.0,
56,MADISON,FL,,1.0,,25.0
57,HARDEE,FL,5.0,1.0,1.0,25.0
0,COOK,IL,2.8444444444444446,58.0,1.0,14979.0
1,DU PAGE,IL,3.8333333333333335,7.0,0.8333333333333334,1657.0
2,KANE,IL,4.2,6.0,1.0,1175.0
3,MADISON,IL,3.0,6.0,1.0,694.0
4,LAKE,IL,3.6,6.0,0.8,660.0
5,ST. CLAIR,IL,3.0,4.0,1.0,804.0
6,RANDOLPH,IL,3.6666666666666665,3.0,1.0,
7,PEORIA,IL,3.0,3.0,1.0,1520.0
8,WILL,IL,3.0,3.0,1.0,885.0
9,CHAMPAIGN,IL,3.0,3.0,1.0,584.0
10,LA SALLE,IL,4.666666666666667,3.0,1.0,140.0
11,SANGAMON,IL,2.0,3.0,1.0,1293.0
12,WINNEBAGO,IL,2.3333333333333335,3.0,1.0,1082.0
13,TAZEWELL,IL,2.0,2.0,1.0,157.0
14,DE KALB,IL,4.5,2.0,1.0,119.0
15,CHRISTIAN,IL,3.5,2.0,1.0,50.0
16,MC HENRY,IL,4.0,2.0,0.5,202.0
17,WHITESIDE,IL,3.0,2.0,1.0,
18,KNOX,IL,3.0,2.0,1.0,166.0
19,MACON,IL,2.5,2.0,1.0,727.0
20,MONTGOMERY,IL,3.5,2.0,1.0,50.0
21,WILLIAMSON,IL,2.0,2.0,1.0,104.0
22,VERMILION,IL,2.0,2.0,1.0,233.0
23,HENRY,IL,4.0,2.0,1.0,25.0
24,PERRY,IL,2.5,2.0,1.0,25.0
25,JEFFERSON,IL,3.5,2.0,1.0,175.0
26,MC LEAN,IL,3.5,2.0,1.0,356.0
27,ROCK ISLAND,IL,2.5,2.0,1.0,220.0
28,MARION,IL,4.5,2.0,1.0,125.0
29,UNION,IL,4.0,2.0,1.0,
30,KANKAKEE,IL,3.5,2.0,1.0,511.0
31,BUREAU,IL,3.0,2.0,1.0,90.0
32,SALINE,IL,2.5,2.0,1.0,103.0
33,JACKSON,IL,2.5,2.0,1.0,165.0
34,MACOUPIN,IL,,2.0,,50.0
35,GREENE,IL,,1.0,,25.0
36,CRAWFORD,IL,4.0,1.0,1.0,25.0
37,LEE,IL,3.0,1.0,1.0,80.0
38,WOODFORD,IL,3.0,1.0,1.0,18.0
39,SHELBY,IL,4.0,1.0,1.0,30.0
40,HANCOCK,IL,4.0,1.0,1.0,48.0
41,DE WITT,IL,,1.0,,
42,COLES,IL,3.0,1.0,1.0,203.0
43,LOGAN,IL,4.0,1.0,1.0,15.0
44,MASSAC,IL,3.0,1.0,1.0,
45,WARREN,IL,4.0,1.0,1.0,23.0
46,CLAY,IL,2.0,1.0,1.0,
47,JO DAVIESS,IL,,1.0,,19.0
48,EFFINGHAM,IL,3.0,1.0,1.0,146.0
49,ADAMS,IL,4.0,1.0,1.0,312.0
50,PIKE,IL,3.0,1.0,1.0,25.0
51,CLINTON,IL,5.0,1.0,1.0,96.0
52,JERSEY,IL,5.0,1.0,1.0,
53,MASON,IL,4.0,1.0,1.0,
54,STEPHENSON,IL,4.0,1.0,1.0,203.0
55,FAYETTE,IL,,1.0,,
56,EDGAR,IL,4.0,1.0,1.0,15.0
57,LAWRENCE,IL,,1.0,,25.0
58,WABASH,IL,5.0,1.0,1.0,
59,PIATT,IL,,1.0,,16.0
60,OGLE,IL,,1.0,,25.0
61,MERCER,IL,4.0,1.0,1.0,22.0
62,WAYNE,IL,4.0,1.0,1.0,15.0
63,WASHINGTON,IL,,1.0,,
64,HARDIN,IL,,1.0,,25.0
65,BOND,IL,4.0,1.0,1.0,60.0
66,IROQUOIS,IL,2.0,1.0,1.0,94.0
67,GRUNDY,IL,4.0,1.0,1.0,89.0
68,HAMILTON,IL,2.0,1.0,1.0,
69,FRANKLIN,IL,3.0,1.0,1.0,
70,MC DONOUGH,IL,2.0,1.0,1.0,
71,SCHUYLER,IL,,1.0,,
72,MORGAN,IL,4.0,1.0,1.0,93.0
73,FULTON,IL,4.0,1.0,1.0,144.0
74,FORD,IL,,1.0,,25.0
75,LIVINGSTON,IL,4.0,1.0,0.0,81.0
76,RICHLAND,IL,3.0,1.0,1.0,151.0
0,PHILADELPHIA,PA,2.4615384615384617,22.0,0.9230769230769231,5387.0
1,ALLEGHENY,PA,3.066666666666667,18.0,1.0,6661.0
2,MONTGOMERY,PA,3.125,15.0,1.0,2308.0
3,BUCKS,PA,3.2,8.0,1.0,1052.0
4,CHESTER,PA,3.4,5.0,1.0,420.0
5,YORK,PA,2.6666666666666665,5.0,1.0,888.0
6,BERKS,PA,4.0,5.0,1.0,879.0
7,WASHINGTON,PA,3.6666666666666665,4.0,1.0,574.0
8,NORTHAMPTON,PA,4.333333333333333,4.0,1.0,710.0
9,LUZERNE,PA,2.3333333333333335,4.0,1.0,426.0
10,LACKAWANNA,PA,2.0,4.0,1.0,857.0
11,DELAWARE,PA,2.25,4.0,1.0,1578.0
12,ERIE,PA,3.0,4.0,1.0,935.0
13,LANCASTER,PA,4.0,4.0,1.0,799.0
14,WESTMORELAND,PA,3.6666666666666665,4.0,1.0,762.0
15,MERCER,PA,3.3333333333333335,4.0,1.0,492.0
16,BRADFORD,PA,3.0,3.0,1.0,432.0
17,CUMBERLAND,PA,3.5,3.0,1.0,315.0
18,DAUPHIN,PA,4.0,3.0,0.5,717.0
19,LYCOMING,PA,4.333333333333333,3.0,1.0,283.0
20,SOMERSET,PA,3.5,3.0,1.0,185.0
21,BLAIR,PA,3.6666666666666665,3.0,1.0,500.0
22,LEHIGH,PA,3.5,3.0,1.0,1012.0
23,CLEARFIELD,PA,2.0,2.0,1.0,339.0
24,FRANKLIN,PA,5.0,2.0,1.0,313.0
25,CARBON,PA,2.0,2.0,1.0,229.0
26,CLINTON,PA,4.0,2.0,1.0,21.0
27,WARREN,PA,2.0,2.0,1.0,85.0
28,COLUMBIA,PA,4.0,2.0,1.0,72.0
29,CAMBRIA,PA,1.5,2.0,1.0,516.0
30,SUSQUEHANNA,PA,3.0,2.0,1.0,50.0
31,MONROE,PA,3.5,2.0,1.0,311.0
32,CLARION,PA,2.0,2.0,1.0,82.0
33,SCHUYLKILL,PA,3.0,2.0,1.0,288.0
34,JEFFERSON,PA,3.5,2.0,1.0,84.0
35,LEBANON,PA,3.0,2.0,1.0,196.0
36,CENTRE,PA,5.0,2.0,1.0,260.0
37,LAWRENCE,PA,2.5,2.0,1.0,237.0
38,FAYETTE,PA,2.5,2.0,1.0,254.0
39,CRAWFORD,PA,3.5,2.0,1.0,228.0
40,MONTOUR,PA,3.0,2.0,1.0,530.0
41,ADAMS,PA,4.0,1.0,1.0,76.0
42,ARMSTRONG,PA,3.0,1.0,1.0,154.0
43,ELK,PA,4.0,1.0,1.0,35.0
44,WAYNE,PA,4.0,1.0,1.0,112.0
45,UNION,PA,4.0,1.0,1.0,132.0
46,POTTER,PA,4.0,1.0,1.0,59.0
47,GREENE,PA,3.0,1.0,1.0,69.0
48,BUTLER,PA,4.0,1.0,1.0,296.0
49,VENANGO,PA,4.0,1.0,1.0,173.0
50,BEAVER,PA,4.0,1.0,1.0,361.0
51,BEDFORD,PA,3.0,1.0,1.0,95.0
52,MC KEAN,PA,3.0,1.0,1.0,31.0
53,MIFFLIN,PA,4.0,1.0,1.0,123.0
54,WYOMING,PA,5.0,1.0,1.0,60.0
55,FULTON,PA,4.0,1.0,1.0,21.0
56,TIOGA,PA,4.0,1.0,1.0,25.0
57,HUNTINGDON,PA,4.0,1.0,1.0,100.0
58,NORTHUMBERLND,PA,3.0,1.0,0.0,
59,INDIANA,PA,3.0,1.0,1.0,164.0
0,NEW YORK,NY,3.0,16.0,1.0,7607.0
1,SUFFOLK,NY,2.5,14.0,1.0,2496.0
2,KINGS,NY,1.4166666666666667,13.0,0.9166666666666666,3344.0
3,WESTCHESTER,NY,2.3333333333333335,11.0,1.0,2158.0
4,NASSAU,NY,2.7,10.0,1.0,4256.0
5,ERIE,NY,2.3333333333333335,9.0,1.0,2190.0
6,BRONX,NY,1.1666666666666667,7.0,1.0,2516.0
7,QUEENS,NY,1.1666666666666667,7.0,1.0,1509.0
8,MONROE,NY,2.0,6.0,1.0,1839.0
9,ORANGE,NY,3.5,6.0,1.0,895.0
10,ST. LAWRENCE,NY,3.75,6.0,1.0,269.0
11,ROCKLAND,NY,1.5,5.0,1.0,644.0
12,ONONDAGA,NY,2.0,4.0,1.0,897.0
13,ONEIDA,NY,1.3333333333333333,4.0,1.0,733.0
14,ALBANY,NY,1.6666666666666667,4.0,1.0,1361.0
15,STEUBEN,NY,3.6666666666666665,3.0,0.6666666666666666,288.0
16,DELAWARE,NY,3.0,3.0,1.0,72.0
17,ULSTER,NY,2.5,3.0,1.0,407.0
18,ONTARIO,NY,2.3333333333333335,3.0,1.0,399.0
19,RICHMOND,NY,1.0,3.0,1.0,1187.0
20,RENSSELAER,NY,2.5,3.0,1.0,454.0
21,CHEMUNG,NY,2.0,3.0,1.0,391.0
22,JEFFERSON,NY,3.0,3.0,1.0,336.0
23,BROOME,NY,2.0,3.0,1.0,767.0
24,CHAUTAUQUA,NY,2.5,3.0,1.0,157.0
25,NIAGARA,NY,2.0,3.0,1.0,498.0
26,MADISON,NY,3.5,2.0,1.0,126.0
27,SCHENECTADY,NY,1.0,2.0,1.0,483.0
28,OTSEGO,NY,1.5,2.0,1.0,240.0
29,DUTCHESS,NY,2.5,2.0,1.0,433.0
30,SULLIVAN,NY,2.0,2.0,1.0,179.0
31,FRANKLIN,NY,2.0,2.0,1.0,171.0
32,ALLEGANY,NY,1.0,2.0,1.0,90.0
33,SARATOGA,NY,4.0,2.0,1.0,171.0
34,GENESEE,NY,3.0,1.0,1.0,166.0
35,CAYUGA,NY,1.0,1.0,1.0,99.0
36,COLUMBIA,NY,1.0,1.0,1.0,124.0
37,WAYNE,NY,2.0,1.0,1.0,120.0
38,LEWIS,NY,3.0,1.0,1.0,
39,HERKIMER,NY,,1.0,,25.0
40,CLINTON,NY,4.0,1.0,1.0,300.0
41,CATTARAUGUS,NY,2.0,1.0,1.0,186.0
42,CHENANGO,NY,2.0,1.0,1.0,58.0
43,TOMPKINS,NY,2.0,1.0,1.0,212.0
44,OSWEGO,NY,3.0,1.0,1.0,132.0
45,SCHUYLER,NY,,1.0,,25.0
46,LIVINGSTON,NY,2.0,1.0,1.0,72.0
47,CORTLAND,NY,3.0,1.0,1.0,181.0
48,ESSEX,NY,,1.0,,15.0
49,FULTON,NY,3.0,1.0,1.0,74.0
50,ORLEANS,NY,3.0,1.0,1.0,34.0
51,YATES,NY,3.0,1.0,1.0,35.0
52,MONTGOMERY,NY,3.0,1.0,1.0,149.0
53,PUTNAM,NY,4.0,1.0,1.0,164.0
54,WYOMING,NY,3.0,1.0,1.0,
55,SCHOHARIE,NY,,1.0,,
56,WARREN,NY,2.0,1.0,1.0,442.0
0,CUYAHOGA,OH,4.066666666666666,18.0,0.8,6004.0
1,FRANKLIN,OH,3.5714285714285716,16.0,1.0,3542.0
2,HAMILTON,OH,3.7142857142857144,13.0,0.8571428571428571,4292.0
3,LUCAS,OH,3.2857142857142856,9.0,0.8571428571428571,2036.0
4,MONTGOMERY,OH,4.5,7.0,1.0,2284.0
5,SUMMIT,OH,3.6666666666666665,7.0,1.0,2209.0
6,LORAIN,OH,4.0,5.0,0.75,868.0
7,MAHONING,OH,3.6666666666666665,5.0,0.6666666666666666,693.0
8,ASHTABULA,OH,4.0,5.0,1.0,413.0
9,BUTLER,OH,3.5,5.0,1.0,837.0
10,ALLEN,OH,3.0,4.0,0.5,737.0
11,STARK,OH,3.3333333333333335,4.0,1.0,1535.0
12,GREENE,OH,3.5,3.0,1.0,330.0
13,TUSCARAWAS,OH,5.0,3.0,1.0,245.0
14,SENECA,OH,3.5,3.0,1.0,135.0
15,CLARK,OH,3.0,3.0,1.0,254.0
16,DEFIANCE,OH,4.0,3.0,1.0,58.0
17,RICHLAND,OH,3.3333333333333335,3.0,1.0,409.0
18,VAN WERT,OH,3.0,2.0,1.0,120.0
19,ATHENS,OH,3.0,2.0,1.0,114.0
20,HURON,OH,4.0,2.0,1.0,127.0
21,SANDUSKY,OH,3.5,2.0,1.0,249.0
22,TRUMBULL,OH,2.0,2.0,1.0,722.0
23,MEDINA,OH,4.0,2.0,1.0,177.0
24,HIGHLAND,OH,3.0,2.0,1.0,25.0
25,WAYNE,OH,4.0,2.0,1.0,25.0
26,SCIOTO,OH,3.0,2.0,0.0,247.0
27,WASHINGTON,OH,3.5,2.0,1.0,229.0
28,GUERNSEY,OH,3.0,2.0,1.0,221.0
29,CRAWFORD,OH,3.0,2.0,0.5,50.0
30,WILLIAMS,OH,4.0,2.0,1.0,105.0
31,COLUMBIANA,OH,4.0,2.0,1.0,396.0
32,LAKE,OH,3.0,2.0,1.0,399.0
33,WARREN,OH,4.0,2.0,1.0,328.0
34,BELMONT,OH,2.0,2.0,1.0,186.0
35,PORTAGE,OH,4.0,1.0,1.0,302.0
